No.;Kode;Nama Bahan Makanan;Komposisi Zat Gizi Makanan per 100 gram BDD (Bagian yang Dapat Dimakan) - Sumber: TKPI 2019;;;;;;;;;;;;;;;;;;;;;;Mentah /;Kelompok;Sumber
;Baru;⇲;Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;Kalsium;Fosfor;Besi;Natrium;Kalium;Tembaga;Seng;Retinol;β-karoten;Karoten;Thiamin;Riboflavin;Niasin;Vitamin C;BDD;Olahan;Makanan;TKPI 2019
;⇲;;⇲;⇲;⇲;⇲;⇲;⇲;⇲;(Ca)  ⇲;(P)  ⇲;(Fe)  ⇲;(Na)  ⇲;(Ka)  ⇲;(Cu)  ⇲;(Zn)  ⇲;(vit. A)  ⇲;⇲;total  ⇲;(vit. B1)  ⇲;(vit. B2)  ⇲;⇲;⇲;⇲;⇲;⇲;⇲
;;;(g);(Kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;
793;GP001;Bekicot, dendeng, mentah;6,7;441;48,7;20,3;15,8;-;8,4;692;523;16,6;-;-;-;-;6;-;1.408;0,56;-;-;69;100;Olahan;Ikan dsb;KZGPI-1990
794;BP004;Belitung, talas, kukus;63,1;145;1,2;0,4;34,2;1;1,1;21;48;0,9;7;552,6;0,2;0,9;-;-;-;0,08;0,1;2,3;1;100;Olahan;Umbi;KZGPI-1990
795;BR004;Belitung, talas, segar;63,1;145;1,2;0,4;34,2;1,5;1,1;26;54;1,4;6;536,1;0,2;0,9;-;-;-;0,1;0,1;2,3;2;85;Tunggal;Umbi;KZGPI-1990
796;GP002;Belut, goreng;11,2;417;25,9;19,4;32;-;11,5;840;872;4,9;71;217,7;0,3;1,8;-;-;-;-;0,2;10,5;-;-;Olahan;Ikan dsb;KZGPI-1990
797;GR012;Belut,laut, segar;79,5;93;12,8;1,5;6,1;-;4,1;60;199;3;33;175,9;0,1;1;51;3;71;0,06;-;2,7;-;-;Tunggal;Ikan dsb;KZGPI-1990
798;BR006;Bentul (Komba), talas, segar;75,8;98;1,6;0,7;20,9;0,7;1,8;44;66;1,5;-;195,5;0,2;0,6;-;-;-;0,02;0,1;0,8;-;86;Tunggal;Umbi;KZGPI-1990
799;BP005;Bentul, talas, kukus;81,1;71;2,3;0,3;15,4;0,5;0,9;29;26;0,6;-;201;0,2;0,6;-;-;-;0,06;-;-;21;100;Olahan;Umbi;KZGPI-1990
800;AR002;Beras giling var pelita, mentah;11,4;369;9,5;1,4;77,1;0,4;0,6;68;171;1,4;34;-;-;-;-;-;-;0,26;-;-;-;100;Tunggal;Serealia;KZGPI-1990
801;AR003;Beras giling var rojolele, mentah;12;357;8,4;1,7;77,1;0,2;0,8;147;81;1,8;34;112,9;0,14;0,1;-;-;80;0,2;0,02;1,5;-;100;Tunggal;Serealia;KZGPI-1990
802;AR007;Beras ketan hitam tumbuk, mentah;13,7;360;8;2,3;74,5;1;1,5;10;347;6,2;11;288;0,28;2,2;-;-;-;0,24;0,1;2;-;100;Tunggal;Serealia;KZGPI-1990
803;AR008;Beras ketan putih tumbuk, mentah;12,9;361;7,4;0,8;78,4;0,4;0,5;13;157;3,4;3;282;0,28;2,2;-;-;-;0,28;-;1,4;-;100;Tunggal;Serealia;KZGPI-1990
804;AR013;Beras tumbuk merah, mentah;14,6;352;7,3;0,9;76,2;0,8;1;15;257;4,2;10;202;0,36;1,9;-;-;-;0,34;0,05;3,3;-;100;Tunggal;Serealia;KZGPI-1990
805;AP035;Bika ambon;51,5;199;2,1;1,5;44,4;0,3;0,6;45;28;1,8;-;-;-;-;-;-;408;0,1;-;-;-;100;Olahan;Serealia;KZGPI-1990
806;ER007;Biwah, segar;87,1;51;0,3;0,1;12,1;0,7;0,5;220;14;0,8;1;258,6;0,04;0,1;-;-;12.256;0,1;0,02;-;4;66;Tunggal;Buah;KZGPI-1990
807;ER010;Buah kom, segar;33,7;264;4;1,1;59,6;9;1,7;306;92;0,8;-;-;-;-;-;-;400;0,11;-;-;9;100;Tunggal;Buah;KZGPI-1990
808;NR011;Cabai gembor merah, segar;90,8;38;1,6;0,8;6,3;1,6;0,6;49;41;1,1;7;275,3;0,12;0,2;-;5.897;3.240;0,21;0,12;-;16;89;Tunggal;Bumbu;KZGPI-1990
809;ER020;Carica papaya, segar;93,4;24;1,9;0,2;3,7;1;0,9;51;33;1,8;-;-;-;-;-;-;1.000;0,32;0,07;-;85;60;Tunggal;Buah;KZGPI-1990
810;BP024;Cassavastick;5,6;460;0,8;18,7;17,2;1,6;2,7;144;58;7,5;-;-;-;-;-;-;107;0,19;0,07;0,1;-;100;Olahan;Umbi;KZGPI-1990
811;BP025;Ceriping getuk singkong;7,2;462;1,2;20,7;67,7;0,6;3,2;1.248;172;8,8;-;-;-;-;-;-;152;0,29;0,02;0,5;-;100;Olahan;Umbi;KZGPI-1990
812;GP003;Cumi-cumi, goreng;54,2;265;40,6;10,1;-;-;3,1;62;270;2,7;86;81,9;-;-;-;56;-;0,09;-;6,3;-;-;Olahan;Ikan dsb;KZGPI-1990
813;GR022;Cumi-cumi, segar;82,2;75;16,1;0,7;0,1;-;0,9;32;200;1,8;37;204,1;1,6;1,3;-;20;-;0,08;-;2,5;-;-;Tunggal;Ikan dsb;KZGPI-1990
814;GP059;Dendeng belut, goreng;8,2;382;55,7;14,1;8;-;14;1.069;654;15,4;-;-;-;-;28;-;1.480;0,48;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
815;GP060;Dendeng mujahir, goreng;6,5;598;74,3;26,9;9,2;-;13,1;1.957;1.447;7,4;-;-;-;-;18;-;25;0,19;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
816;AP043;Dodol bali;26,5;298;3,7;2,1;65,9;0,4;1,8;70;76;2,5;-;-;-;-;-;-;496;0,28;-;2,5;-;100;Olahan;Serealia;KZGPI-1990
817;AP045;Dodol kedondong;26,4;331;1,9;7,6;63,8;1;0,4;90;55;2,3;-;-;-;-;-;-;408;0,11;-;0,8;5;100;Olahan;Serealia;KZGPI-1990
818;ER024;Duwet, segar;80,2;80;0,5;0,6;18,2;0,9;0,5;33;138;1,3;16;92,7;191,28;0,3;-;329;-;0,02;0,01;2,5;130;67;Tunggal;Buah;KZGPI-1990
819;ER026;Encung asam, segar;73;122;3,5;4,5;17,5;9,3;1,5;63;69;3,2;-;-;-;-;-;-;2.357;0,02;-;-;-;98;Tunggal;Buah;KZGPI-1990
820;CP026;Enting-enting gepuk hello kity;2,4;538;13,6;30,3;52,6;0,2;1;81;248;1,6;-;-;-;-;-;-;202;1;-;-;-;100;Olahan;Kacang;KZGPI-1990
821;CP027;Enting-enting gepuk kacang tanah;4,2;524;13,3;29,2;52;0,2;1,4;76;248;1,4;-;-;-;-;-;-;272;0,62;-;-;-;100;Olahan;Kacang;KZGPI-1990
822;CP028;Enting-enting wijen;3,7;565;18,2;38,4;36,8;1,9;3;251;502;10,9;-;-;-;-;-;-;240;0,92;-;-;-;100;Olahan;Kacang;KZGPI-1990
823;BP006;Gadung, ubi, kukus;77,4;88;0,6;0,3;20,9;0,9;0,8;26;47;0,4;6;584;0,2;0,2;-;-;-;0,03;-;0,4;-;100;Olahan;Umbi;KZGPI-1990
824;BR008;Gadung, ubi, segar;74,4;100;0,9;0,3;23,5;2,1;0,9;79;66;0,9;8;687,2;0,2;0,2;-;-;-;0,23;-;0,5;2;85;Tunggal;Umbi;KZGPI-1990
825;BP007;Ganyong, rebus;74,1;100;0,8;0,2;23,8;0,9;1,1;15;65;0,9;-;-;-;-;-;-;-;0,04;-;-;6;100;Olahan;Umbi;KZGPI-1990
826;BR009;Ganyong, segar;79,9;77;0,6;0,2;18,4;0,8;0,9;15;67;1;-;-;-;-;-;-;-;0,1;-;-;9;65;Tunggal;Umbi;KZGPI-1990
827;ER029;Gatep, segar;52,7;191;4,5;1,5;39,7;13,4;1,6;186;69;3,2;17;403,3;0,69;1,4;-;51;-;0,05;0,2;1,8;-;100;Tunggal;Buah;KZGPI-1990
828;BR010;Gembili, ubi, segar;66,4;131;1,1;0,2;31,3;1,1;1;14;56;0,6;10;200;0,2;0,3;-;-;-;0,08;-;0,9;4;85;Tunggal;Umbi;KZGPI-1990
829;AP048;Gemblong;36,2;274;1,7;5,4;55,5;2,2;1,2;69;55;3,3;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGPI-1990
830;AP049;Gendar goreng;30,4;407;6,4;28,2;32;0,1;3;216;62;1,6;-;-;-;-;-;-;184;0,16;-;0,6;-;100;Olahan;Serealia;KZGPI-1990
831;BP028;Getuk goreng;16,5;360;1,3;6,4;74,3;0,8;1,5;59;81;3,2;-;-;-;-;-;-;-;0,21;-;0,1;-;100;Olahan;Umbi;KZGPI-1990
832;EP003;Getuk pisang;63,7;144;1,1;0,4;34,1;0,4;0,7;48;32;1;-;-;-;-;-;-;1.464;0,34;-;-;-;100;Olahan;Buah;KZGPI-1990
833;BP029;Getuk singkong;49,8;204;0,5;1,4;47,4;0,8;1,1;97;52;1,5;-;-;-;-;-;-;208;0,08;-;0,1;-;100;Olahan;Umbi;KZGPI-1990
834;GP068;Gurame asem manis, masakan;63,1;192;12,7;10,1;12,7;-;2,4;283;169;1,1;-;-;-;-;19;-;1.440;0,1;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
835;BP030;Gurandil;47,5;218;0,5;2,5;48,5;3,1;1;50;25;2,8;-;-;-;-;-;-;-;0,19;-;-;-;100;Olahan;Umbi;KZGPI-1990
836;GR002;Ikan balong, segar;76,5;107;16,5;3,9;1,5;-;1,5;54;202;2;86;253,4;0,5;1;25;-;-;0,05;0,1;2,5;-;-;Tunggal;Ikan dsb;KZGPI-1990
837;GR003;Ikan bambangan, segar;73,7;112;20;1,3;3,7;-;1,3;98;120;3;148;258,7;-;0,1;-;-;-;0,07;-;0,3;-;-;Tunggal;Ikan dsb;KZGPI-1990
838;GP005;Ikan bandeng presto, masakan;45,3;296;17,1;20,3;11,3;-;6;1.422;659;1,9;-;-;-;-;6;-;400;0,14;-;-;69;100;Olahan;Ikan dsb;KZGPI-1990
839;GR005;Ikan banjar, segar;73,5;111;19,4;0,9;4,8;-;1,4;68;278;7,3;99;338,7;0,2;0,6;-;62;-;0,03;0,2;7,3;-;-;Tunggal;Ikan dsb;KZGPI-1990
840;GP009;Ikan cakalang asin, mentah;41,7;198;36,5;2,2;5,5;-;14,1;236;346;3,7;4.304;302,1;-;-;-;-;-;0,06;-;-;-;70;Olahan;Ikan dsb;KZGPI-1990
841;GP010;Ikan calo/ peda, mentah;71,3;81;11,4;1,9;3,8;-;11,6;743;174;22,6;-;-;-;-;15;-;-;-;-;-;-;100;Olahan;Ikan dsb;KZGPI-1990
842;GR028;Ikan hiu, segar;85,7;57;10,7;0,3;2,2;-;1,1;75;206;2;-;-;0,02;-;-;-;-;0,05;-;-;-;-;Tunggal;Ikan dsb;KZGPI-1990
843;GR029;Ikan kacangan, segar;80,7;77;15,6;0,9;1,6;-;1,2;94;170;1,7;-;-;-;-;18;-;-;0,07;-;-;-;-;Tunggal;Ikan dsb;KZGPI-1990
844;GP015;Ikan katombo, asin;44,7;162;31,7;2,8;0,3;-;15,5;279;609;4,6;4.393;342,2;2,8;-;-;-;-;0,09;-;-;-;70;Olahan;Ikan dsb;KZGPI-1990
845;GR040;Ikan keru-keru, segar;77,2;93;16,5;2,1;0,8;-;3,4;65;217;2,4;137;255,3;0,34;0,7;-;-;-;0,01;0,09;1,6;-;55;Tunggal;Ikan dsb;KZGPI-1990
846;GR045;Ikan lais, segar;65;161;11,9;11,5;2,4;-;9,2;70;237;-;-;-;-;-;-;-;-;0,05;-;-;-;62;Tunggal;Ikan dsb;KZGPI-1990
847;GR047;Ikan layur, segar;80,1;82;18;1;0,4;-;0,5;48;229;2,2;-;-;-;-;4;-;-;0,04;-;-;-;49;Tunggal;Ikan dsb;KZGPI-1990
848;GR050;Ikan lidah, segar;78,3;104;15,6;3,2;2;-;0,9;30;143;2;-;-;-;-;33;-;-;0,03;-;-;-;-;Tunggal;Ikan dsb;KZGPI-1990
849;GP019;Ikan Mas pepes;57,5;209;15,2;11,3;11,8;0,5;4,3;686;530;6,1;74;276,7;0,1;1,9;3;-;315;0,13;0,1;2,4;-;100;Olahan;Ikan dsb;KZGPI-1990
850;GR055;Ikan mayong, segar;78,2;97;17,9;2;0,4;-;1,5;40;100;2,5;-;-;-;-;21;-;-;0,1;-;-;-;89;Tunggal;Ikan dsb;KZGPI-1990
851;GP020;Ikan mujahir goreng;44,7;416;46,9;23,9;-;-;2,2;346;654;0,9;54;278,9;-;0,2;12;3;8;0,12;0,1;2,2;-;100;Olahan;Ikan dsb;KZGPI-1990
852;GP021;Ikan Mujahir pepes;73,7;121;21,7;2,8;0,8;-;1;83;248;1,6;58;265,8;-;0,3;8;-;6;-;0,1;1,9;-;100;Olahan;Ikan dsb;KZGPI-1990
853;GP022;Ikan mujahir, dendeng, mentah;15,2;582;68,3;15,2;37,2;-;14,1;3.258;1.699;4,3;-;-;-;-;15;-;20;0,27;-;-;-;100;Olahan;Ikan dsb;KZGPI-1990
854;GR056;Ikan mujahir, segar;79,7;89;18,7;1;-;-;1,1;96;209;1,5;51;265,8;-;0,2;6;3;5;0,03;0,1;2;-;80;Tunggal;Ikan dsb;KZGPI-1990
855;GP031;Ikan sale lais, mentah;12,4;415;61,3;17,6;2,9;-;5,8;258;919;7;381;488;17,6;1;-;-;-;0,03;0,1;17,3;-;-;Olahan;Ikan dsb;KZGPI-1990
856;GR069;Ikan sidat, segar;71,3;81;11,4;1,9;3,8;-;11,6;118;174;3;46;245,9;-;1,5;15;-;-;-;0,4;3,2;-;100;Tunggal;Ikan dsb;KZGPI-1990
857;GR078;Ikan teri, segar;80;74;10,3;1,4;4,1;-;4,2;972;253;3,9;554;126,1;305,2;0,2;13;-;28;0,24;0,1;1,9;-;100;Tunggal;Ikan dsb;KZGPI-1990
858;GP043;Ikan Teri, tepung, mentah;5,2;347;48,8;6,4;19,6;-;20;4.608;1.200;18,6;-;-;-;-;61;-;130;1,12;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
859;GP038;Ikan, tepung, mentah;4,3;316;60,1;6,5;22,4;-;6,7;3.196;1.976;16,6;-;-;-;-;320;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
860;AP050;Intip goreng;6,5;474;7,6;21,6;62,3;1,2;2;36;64;2,5;-;38;0,05;0,5;-;-;200;0,25;0,03;0,8;-;100;Olahan;Serealia;KZGPI-1990
861;AP051;Jagung gerontol;61,7;156;2,7;1,3;33,3;1;0,8;51;105;1,2;-;-;-;-;-;-;162;0,08;-;-;-;100;Olahan;Serealia;KZGPI-1990
862;AR016;Jagung kuning pipil, kering, mentah;11,5;366;9,8;7,3;69,1;2,2;2,4;30;538;2,3;5;79,4;0,1;1,9;-;636;641;0,12;0,12;1,8;3;100;Tunggal;Serealia;KZGPI-1990
863;AP012;Jagung kuning pipil, rebus;63,7;154;3,8;3,5;28,4;0,7;0,6;7;171;0,5;5;56,4;0,1;2;-;818;234;0,08;0,1;1,7;-;100;Olahan;Serealia;KZGPI-1990
864;AR015;Jagung muda, kuning, mentah;61,8;147;5,1;0,7;31,5;1,3;0,9;6;122;1,1;5;33,6;0,13;0,8;-;113;261;0,24;0,05;0,8;9;100;Tunggal;Serealia;KZGPI-1990
865;AP010;Jagung muda, rebus;53,2;142;5;0,7;30,3;0,8;0,8;5;105;0,8;5;24,3;0,2;0,9;-;145;225;0,15;0,08;0,7;-;100;Olahan;Serealia;KZGPI-1990
866;AR017;Jagung pipil var. harapan, kering;11,3;367;6,2;5,1;76,2;2,6;1,2;7;354;2,8;1;79,6;0,1;1,9;-;637;385;0,19;0,08;1;-;100;Tunggal;Serealia;KZGPI-1990
867;AR018;Jagung pipil var. metro, kering;10,6;368;5,5;4,6;78;2,9;1,3;7;300;2,4;1;80,2;0,1;1,9;-;642;554;0,16;0,08;1;-;100;Tunggal;Serealia;KZGPI-1990
868;AP052;Jagung titi;9,2;374;9,4;2,2;79,1;0,8;0,1;14;142;2,9;-;-;9;-;-;-;11.507;0,2;-;-;-;100;Olahan;Serealia;KZGPI-1990
869;ER032;Jambu biji putih tidak berbiji;82,8;61;0,9;0,3;15,4;4,5;0,6;31;41;0,2;20;103;0,04;0,5;-;53;18;1,02;0,06;1,3;116;82;Tunggal;Buah;KZGPI-1990
870;AP053;Japilus;3,8;500;1,2;25,1;67,3;0,4;2,7;186;29;4,9;-;-;-;-;-;-;-;0,17;0,03;0,4;-;100;Olahan;Serealia;KZGPI-1990
871;ER040;Jeruk nipis, segar;88,9;44;0,5;0,2;10;0,4;0,4;18;22;0,2;3;108,9;0,06;0,1;-;23;4;0,01;0,03;0,2;20;76;Tunggal;Buah;KZGPI-1990
872;ER041;Jeruk ragi, segar;87,6;49;0,7;0,2;11,1;0,5;0,4;36;67;0,7;4;457,3;155;0,2;-;0,3;68;0,03;0,03;0,2;30;59;Tunggal;Buah;KZGPI-1990
873;BR012;Kaburan, ubi, segar;66,5;133;1;0,2;32,2;0,7;0,5;65;50;0,6;10;899,2;0,2;0,2;-;-;-;0,01;-;0,3;-;81;Tunggal;Umbi;KZGPI-1990
874;CP031;Kacang atom;3,1;533;27,8;38,1;28,8;2,5;2,2;87;423;3;-;-;-;-;-;-;-;0,06;-;-;-;100;Olahan;Kacang;KZGPI-1990
875;CP010;Kacang mete/biji jambu monyet, goreng;1;629;20,4;56,3;19,8;1,1;2,5;502;493;8;13;641,7;4,7;5,4;-;5;-;0,37;0,22;1,8;-;100;Olahan;Kacang;KZGPI-1990
876;CP034;Kacang sukro;4,7;484;8,8;26,1;57,7;1,8;2,7;49;194;2,5;-;-;-;-;-;-;-;0,06;-;-;-;100;Olahan;Kacang;KZGPI-1990
877;CP035;Kacang tanah sari;2,1;561;25,5;43,8;26;2,2;2,6;50;324;3,1;-;-;-;-;-;-;-;0,08;-;-;-;100;Olahan;Kacang;KZGPI-1990
878;ER042;Kawista, segar;71,8;120;3,5;2,5;20,8;4,6;1,4;190;230;1,6;9;1.015,60;308,43;0,4;-;99;-;0,07;0,07;0,4;3;72;Tunggal;Buah;KZGPI-1990
879;BP033;Kecimpring singkong goreng;3,7;464;1,2;18,6;73;1,3;3,5;82;52;3,4;-;-;-;-;-;-;3.320;0,34;-;-;-;100;Olahan;Umbi;KZGPI-1990
880;CP037;Kembang tahu;10,8;380;48,9;13,8;23,3;-;3,2;378;781;2,1;55;455,3;0,68;4,2;-;-;-;0,15;0,08;0,7;-;100;Olahan;Kacang;KZGPI-1990
881;CP038;Kembang tahu rebus;79,8;90;10,7;4;4,7;-;0,8;85;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Kacang;KZGPI-1990
882;BR013;Kentang, segar;83,4;62;2,1;0,2;13,5;0,5;0,8;63;58;0,7;7;396;0,4;0,3;-;-;-;0,09;0,1;1;21;85;Tunggal;Umbi;KZGPI-1990
883;GP045;Kerang, dendeng, mentah;18,3;357;41,1;10;25,6;-;5;217;904;5,2;-;-;-;-;-;-;329;0,27;-;-;-;100;Olahan;Ikan dsb;KZGPI-1990
884;GR039;Kerang, segar;78,2;101;14,4;2,6;3,9;-;0,9;321;270;15,6;-;-;-;-;-;-;-;0,01;-;-;-;100;Tunggal;Ikan dsb;KZGPI-1990
885;BP034;Keremes;6,7;475;1,6;25,2;64,4;2,1;2,1;153;88;1;-;-;-;-;-;-;1.000;-;-;-;-;100;Olahan;Umbi;KZGPI-1990
886;BR015;Keribang, ubi, segar;67;137;1,3;1,1;29,8;0,6;0,8;45;56;0,8;10;885,8;0,2;0,3;-;-;-;-;-;0,7;-;83;Tunggal;Umbi;KZGPI-1990
887;BP035;Keripik gadung;4;446;2,8;14,5;76;1,7;2,8;147;52;1,9;-;-;-;-;-;-;-;0,95;-;-;-;100;Olahan;Umbi;KZGPI-1990
888;EP004;Keripik lampung;5;485;1,7;22,2;69,7;0,6;1,5;43;65;0,8;-;-;-;-;-;4;7.330;0,41;-;-;-;100;Olahan;Buah;KZGPI-1990
889;CP039;Keripik oncom;3;598;8,3;43,8;42,6;3,3;2,2;85;153;27;-;-;-;-;-;-;1.608;1,13;-;-;-;100;Olahan;Kacang;KZGPI-1990
890;BP037;Keripik singkong;4,2;478;0,9;20,7;72;2;2,2;189;101;1,9;-;-;-;-;-;-;-;0,24;-;-;-;100;Olahan;Umbi;KZGPI-1990
891;BP038;Keripik singkong berbumbu;2,2;481;2,2;19,7;73,6;1,6;2,3;156;103;1,6;-;-;-;-;-;-;80;0,31;-;-;-;100;Olahan;Umbi;KZGPI-1990
892;CP040;Keripik tempe;3,3;581;12,1;40,6;41,7;2,2;2,3;237;116;6,9;-;-;-;-;-;-;320;0,35;-;-;-;100;Olahan;Kacang;KZGPI-1990
893;CP041;Keripik tempe abadi besar;4,5;556;15,8;37,1;39,8;3,5;2,8;112;215;5,4;-;-;-;-;-;-;-;0,63;-;-;-;100;Olahan;Kacang;KZGPI-1990
894;CP042;Keripik tempe abadi murni;3,2;542;40,3;42,4;11,6;2,2;2,7;175;529;5,2;-;-;-;-;-;-;50;0,1;-;-;-;100;Olahan;Kacang;KZGPI-1990
895;CP045;Keripik tempe abadi prima;4,8;540;16,7;33,9;42;2,2;2,6;92;184;3,2;-;-;-;-;-;-;1.080;0,38;-;-;-;100;Olahan;Kacang;KZGPI-1990
896;CP043;Keripik tempe abadi sedang;4,4;510;12,3;27,9;52,4;3,6;3,1;122;211;8,4;-;-;-;-;-;-;-;0,52;-;-;-;100;Olahan;Kacang;KZGPI-1990
897;CP044;Keripik tempe abadi telur;4,5;529;20,8;31,7;40,2;3;2,9;124;222;5,4;-;-;-;-;-;-;-;0,86;-;-;-;100;Olahan;Kacang;KZGPI-1990
898;BP042;Kerupuk kemplang goreng;5,8;504;5,6;28,1;57,1;0,3;3,4;50;94;2,9;-;-;-;-;6;-;280;0,31;-;-;-;100;Olahan;Umbi;KZGPI-1990
899;BP043;Kerupuk kemplang panggang;9,4;356;9,7;1,1;76,9;1;3;62;129;2,9;-;-;-;-;7;-;280;0,36;-;-;-;100;Olahan;Umbi;KZGPI-1990
900;BP044;Kerupuk mie kuning goreng;7,2;476;0,1;21,1;71,3;4,2;0,3;57;36;4,6;-;109;0,1;0,2;-;-;333;0,22;-;0,9;-;100;Olahan;Umbi;KZGPI-1990
901;AP015;Ketan hitam, matang;56,9;181;4;1,2;37,3;0,3;0,6;9;144;1,7;9;18,4;0,1;0,7;-;-;-;0,06;-;0,5;-;100;Olahan;Serealia;KZGPI-1990
902;AP017;Ketan putih, matang;60,7;163;3;0,4;35,7;0,2;0,2;4;55;0,7;8;16,8;0,1;0,7;-;-;-;0,07;-;0,5;-;100;Olahan;Serealia;KZGPI-1990
903;BR016;Ketela pohon/ singkong, segar;61,4;154;1;0,3;36,8;0,9;0,5;77;24;1,1;2;394;0,3;0,4;-;-;-;0,06;0,1;0,5;31;85;Tunggal;Umbi;KZGPI-1990
904;BP008;Ketela pohon/singkong kukus;61,5;153;1,2;0,3;36,4;1,3;0,6;56;22;0,4;2;345,3;0,3;0,1;-;-;-;-;-;0,3;20;100;Olahan;Umbi;KZGPI-1990
905;AP014;Ketupat ketan;52;212;4;4,6;38,6;0,2;0,9;8;46;1;-;-;-;-;-;-;-;0,07;-;0,2;-;100;Olahan;Serealia;KZGPI-1990
906;CR040;Koro andong, kering;10,8;356;20,5;4,1;61,6;7;3;150;272;6,2;18;301,8;0,73;2,8;-;-;-;0,29;0,02;1,4;1;100;Tunggal;Kacang;KZGPI-1990
907;CR044;Koro roay, kering;13;344;12,5;2,1;69,4;7,5;3;70;103;4,4;18;294,3;0,72;2,7;-;-;28;0,11;0,21;1,4;1;100;Tunggal;Kacang;KZGPI-1990
908;ER050;Kranji, segar;20,1;315;2,1;1,4;73,5;-;2,9;160;120;3,7;-;-;-;-;-;-;-;0,02;-;-;-;31;Tunggal;Buah;KZGPI-1990
909;AP068;Kue jahe;3,7;425;1,6;8,8;84,6;1,2;1,3;155;61;4;-;-;-;-;-;-;-;0,2;-;-;-;100;Olahan;Serealia;KZGPI-1990
910;AP074;Kue putu cangkir;32,6;304;5,3;7;54,9;0,9;0,2;18;193;4;-;-;-;-;-;-;-;0,06;-;-;-;100;Olahan;Serealia;KZGPI-1990
911;GR044;Kuro, segar;79,9;87;16;2,2;1;-;0,9;75;136;1;-;-;-;-;6;-;-;0,04;-;-;-;52;Tunggal;Ikan dsb;KZGPI-1990
912;CR048;Lamtoro var. gung tanpa kulit;10,2;367;46,4;5,4;32,5;2,6;4,4;136;441;23,3;65;1.462,30;0,07;5,6;-;-;18.900;0,06;1,15;1;9;100;Tunggal;Kacang;KZGPI-1990
913;CR049;Lamtoro var. lokal dengan kulit;13,5;336;23,8;1,2;59,7;15,4;1,8;867;321;1,5;134;1.858,90;0,07;5,4;-;-;321;0,15;1,34;0,9;16;100;Tunggal;Kacang;KZGPI-1990
914;BP048;Lanting getuk;4,2;422;0,9;10,8;80,4;1,4;3,8;206;104;3,6;-;-;-;-;-;-;-;0,43;-;-;-;100;Olahan;Umbi;KZGPI-1990
915;AP078;Lapis legit;21,3;389;6,6;15,7;55,5;0,5;0,9;16;136;1,9;-;-;-;-;41;-;1.032;0,26;0,09;3;-;100;Olahan;Serealia;KZGPI-1990
916;EP005;Ledre pisang;3,6;405;4,8;5,1;84,9;0,4;1,6;59;124;2,6;-;-;-;-;-;-;-;0,05;-;-;-;100;Olahan;Buah;KZGPI-1990
917;EP006;Lempog durian;25,2;320;3,5;5,7;63,7;4,9;1,9;190;93;2,5;-;-;-;-;-;13;-;0,18;0,04;-;15;100;Olahan;Buah;KZGPI-1990
918;ER053;Lontar, segar;93;27;0,4;0,2;6;1,6;0,4;91;243;0,5;-;-;-;-;-;-;-;0,03;-;-;-;79;Tunggal;Buah;KZGPI-1990
919;AP079;Lupis ketan;61;164;1,8;2,1;34,5;0,7;0,6;119;31;1,5;-;-;-;-;-;-;-;0,09;-;0,2;-;100;Olahan;Serealia;KZGPI-1990
920;ER065;Markisa, segar;64,7;144;3,5;1,2;29,8;11,4;0,8;27;203;1,4;37;453,8;0,11;0,1;-;969;691;0,02;0,17;2;10;48;Tunggal;Buah;KZGPI-1990
921;CP047;Melinjo emping tebal goreng manis;5,6;439;10;16,4;65,7;-;2,3;66;225;-;-;-;-;-;-;-;-;0,1;-;-;-;100;Olahan;Kacang;KZGPI-1990
922;CP048;Melinjo emping tebal, goreng asin;8;431;11,1;16,2;63;-;1,6;77;-;-;-;-;-;-;-;-;-;0,08;-;-;-;100;Olahan;Kacang;KZGPI-1990
923;CP049;Melinjo emping tipis goreng;3,3;485;11,5;24,5;59,1;-;1,5;85;218;-;-;-;-;-;-;-;-;0,11;-;-;-;100;Olahan;Kacang;KZGPI-1990
924;BP049;Mi golosor;82,9;71;0,2;0,8;15,9;0,1;0,2;117;5;0,2;-;-;-;-;-;-;112;0,05;0,02;-;-;100;Olahan;Umbi;KZGPI-1990
925;AP022;Mi kering;10,6;339;10;1,7;6,3;0,4;1,4;31;143;3,9;760;83;0,29;1,9;-;-;-;-;0,08;2,2;-;100;Olahan;Serealia;KZGPI-1990
926;AP023;Misoa;10;345;8,5;2,2;78;0,5;1,3;52;120;8,7;3.064;44;0,08;-;-;-;-;-;0,02;0,2;-;100;Olahan;Serealia;KZGPI-1990
927;GP075;Mujahir acar kuning, masakan;43,1;330;17,8;23,4;12,1;1,1;4,6;154;357;5,3;-;-;-;-;24;-;4.130;0,15;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990
